ZCTA,TotalPopulation,Population_25to34Years,Population_55to59Years,Population_45to54Years,25to34Years (%),55to59Years (%),45to54Years (%)
ZCTA5 93283,2261,193,252,399,8.5,11.1,17.6
ZCTA5 93285,2477,108,282,258,4.4,11.4,10.4
ZCTA5 93286,9906,1522,453,879,15.4,4.6,8.9
ZCTA5 93287,72,25,0,2,34.7,0.0,2.8
ZCTA5 93291,59270,8795,2981,6550,14.8,5.0,11.1
ZCTA5 93292,42031,7189,2206,4819,17.1,5.2,11.5
ZCTA5 93301,12325,2093,633,1062,17.0,5.1,8.6
ZCTA5 93304,49115,8315,2617,4738,16.9,5.3,9.6
ZCTA5 93305,37902,5266,1632,3895,13.9,4.3,10.3
ZCTA5 93306,72280,10214,3770,8328,14.1,5.2,11.5
ZCTA5 93307,86832,13409,3672,9822,15.4,4.2,11.3
ZCTA5 93308,53981,8583,4008,6078,15.9,7.4,11.3
ZCTA5 93309,58538,11109,2750,6975,19.0,4.7,11.9
ZCTA5 93311,45481,6022,2536,5863,13.2,5.6,12.9
ZCTA5 93312,61628,7873,4290,7720,12.8,7.0,12.5
ZCTA5 93313,55221,9207,2402,5617,16.7,4.3,10.2
ZCTA5 93314,28963,3808,2410,3803,13.1,8.3,13.1
ZCTA5 93401,28854,4536,1562,2915,15.7,5.4,10.1
ZCTA5 93402,16562,1535,1056,1836,9.3,6.4,11.1
ZCTA5 93405,35898,3483,949,2318,9.7,2.6,6.5
ZCTA5 93410,0,0,0,0,,,
ZCTA5 93420,30740,2589,2718,3845,8.4,8.8,12.5
ZCTA5 93422,33466,4845,2583,3822,14.5,7.7,11.4
ZCTA5 93424,795,74,44,81,9.3,5.5,10.2
ZCTA5 93426,1568,143,107,200,9.1,6.8,12.8
ZCTA5 93427,6200,656,625,787,10.6,10.1,12.7
ZCTA5 93428,5859,293,498,794,5.0,8.5,13.6
ZCTA5 93429,144,0,7,19,0.0,4.9,13.2
ZCTA5 93430,2847,231,187,188,8.1,6.6,6.6
ZCTA5 93432,1503,148,262,104,9.8,17.4,6.9
ZCTA5 93433,13535,2114,1083,1424,15.6,8.0,10.5
ZCTA5 93434,7451,1044,459,691,14.0,6.2,9.3
ZCTA5 93436,56323,8211,3478,6610,14.6,6.2,11.7
ZCTA5 93437,3387,1038,33,89,30.6,1.0,2.6
ZCTA5 93440,1659,168,142,241,10.1,8.6,14.5
ZCTA5 93441,922,101,57,162,11.0,6.2,17.6
ZCTA5 93442,10917,1129,778,1140,10.3,7.1,10.4
ZCTA5 93444,21331,2174,1332,2752,10.2,6.2,12.9
ZCTA5 93445,7106,938,343,994,13.2,4.8,14.0
ZCTA5 93446,44636,5476,3378,5916,12.3,7.6,13.3
ZCTA5 93449,8180,1000,850,862,12.2,10.4,10.5
ZCTA5 93450,767,99,72,85,12.9,9.4,11.1
ZCTA5 93451,4477,662,304,614,14.8,6.8,13.7
ZCTA5 93452,658,115,0,112,17.5,0.0,17.0
ZCTA5 93453,2578,231,270,296,9.0,10.5,11.5
ZCTA5 93454,40432,5985,1889,4495,14.8,4.7,11.1
ZCTA5 93455,46175,5569,3450,5631,12.1,7.5,12.2
ZCTA5 93458,57256,8474,2377,5615,14.8,4.2,9.8
ZCTA5 93460,5284,444,419,689,8.4,7.9,13.0
ZCTA5 93461,1349,180,113,229,13.3,8.4,17.0
ZCTA5 93463,7911,998,492,1294,12.6,6.2,16.4
ZCTA5 93465,9202,808,636,1256,8.8,6.9,13.6
ZCTA5 93501,4802,648,312,554,13.5,6.5,11.5
ZCTA5 93505,13774,2560,942,1706,18.6,6.8,12.4
ZCTA5 93510,7644,813,1070,1216,10.6,14.0,15.9
ZCTA5 93512,328,8,2,62,2.4,0.6,18.9
ZCTA5 93513,1621,206,137,181,12.7,8.5,11.2
ZCTA5 93514,14175,1309,1114,1753,9.2,7.9,12.4
ZCTA5 93516,2244,388,277,309,17.3,12.3,13.8
ZCTA5 93517,641,19,56,121,3.0,8.7,18.9
ZCTA5 93518,814,61,52,107,7.5,6.4,13.1
ZCTA5 93519,0,0,0,0,,,
ZCTA5 93522,100,0,0,0,0.0,0.0,0.0
ZCTA5 93523,3556,842,76,211,23.7,2.1,5.9
ZCTA5 93524,165,30,0,0,18.2,0.0,0.0
ZCTA5 93526,629,90,49,57,14.3,7.8,9.1
ZCTA5 93527,1559,214,223,72,13.7,14.3,4.6
ZCTA5 93528,119,34,32,0,28.6,26.9,0.0
ZCTA5 93529,390,17,67,0,4.4,17.2,0.0
ZCTA5 93530,10,0,5,0,0.0,50.0,0.0
ZCTA5 93531,338,34,38,80,10.1,11.2,23.7
ZCTA5 93532,2683,286,303,402,10.7,11.3,15.0
ZCTA5 93534,39367,5905,2395,4378,15.0,6.1,11.1
ZCTA5 93535,74264,9913,4184,9105,13.3,5.6,12.3
ZCTA5 93536,70237,10964,5097,9368,15.6,7.3,13.3
ZCTA5 93541,244,0,5,57,0.0,2.0,23.4
ZCTA5 93543,14392,1803,760,2001,12.5,5.3,13.9
ZCTA5 93544,1164,98,118,162,8.4,10.1,13.9
ZCTA5 93545,1821,276,108,205,15.2,5.9,11.3
ZCTA5 93546,9591,1592,937,1103,16.6,9.8,11.5
ZCTA5 93549,293,0,31,85,0.0,10.6,29.0
ZCTA5 93550,77506,10804,4170,10028,13.9,5.4,12.9
ZCTA5 93551,50601,6391,4419,7359,12.6,8.7,14.5
ZCTA5 93552,39905,4646,2496,5292,11.6,6.3,13.3
ZCTA5 93553,1709,93,127,338,5.4,7.4,19.8
ZCTA5 93554,125,0,6,0,0.0,4.8,0.0
ZCTA5 93555,33833,4699,2050,3774,13.9,6.1,11.2
ZCTA5 93558,26,0,10,0,0.0,38.5,0.0
ZCTA5 93560,21756,4030,1369,2323,18.5,6.3,10.7
ZCTA5 93561,34979,4709,2461,4433,13.5,7.0,12.7
ZCTA5 93562,1771,162,160,188,9.1,9.0,10.6
ZCTA5 93563,357,43,35,66,12.0,9.8,18.5
ZCTA5 93591,6744,884,631,762,13.1,9.4,11.3
ZCTA5 93592,115,0,0,24,0.0,0.0,20.9
ZCTA5 93601,1674,147,239,274,8.8,14.3,16.4
ZCTA5 93602,3530,295,211,406,8.4,6.0,11.5
ZCTA5 93603,175,20,33,21,11.4,18.9,12.0
ZCTA5 93604,541,26,26,20,4.8,4.8,3.7
ZCTA5 93605,198,20,5,16,10.1,2.5,8.1
ZCTA5 93606,1035,201,51,114,19.4,4.9,11.0
ZCTA5 93608,1280,164,100,151,12.8,7.8,11.8
ZCTA5 93609,5177,700,260,732,13.5,5.0,14.1
ZCTA5 93610,22724,4603,1552,3241,20.3,6.8,14.3
ZCTA5 93611,49053,6568,3121,5885,13.4,6.4,12.0
ZCTA5 93612,35140,5931,2403,3756,16.9,6.8,10.7
ZCTA5 93614,11982,1167,1200,1245,9.7,10.0,10.4
ZCTA5 93615,6347,796,172,710,12.5,2.7,11.2
ZCTA5 93616,2582,194,284,319,7.5,11.0,12.4
ZCTA5 93618,31470,4531,1535,3515,14.4,4.9,11.2
ZCTA5 93619,39473,4494,2470,5454,11.4,6.3,13.8
ZCTA5 93620,8906,1497,511,1183,16.8,5.7,13.3
ZCTA5 93621,136,0,0,41,0.0,0.0,30.1
ZCTA5 93622,10335,1273,531,1232,12.3,5.1,11.9
ZCTA5 93623,114,0,6,9,0.0,5.3,7.9
ZCTA5 93624,871,84,41,63,9.6,4.7,7.2
ZCTA5 93625,8059,1433,475,1103,17.8,5.9,13.7
ZCTA5 93626,2427,249,207,331,10.3,8.5,13.6
ZCTA5 93627,247,0,0,0,0.0,0.0,0.0
ZCTA5 93628,83,24,0,32,28.9,0.0,38.6
ZCTA5 93630,20764,2876,1046,2031,13.9,5.0,9.8
ZCTA5 93631,16282,2149,1012,1712,13.2,6.2,10.5
ZCTA5 93633,0,0,0,0,,,
ZCTA5 93634,22,12,3,2,54.5,13.6,9.1
ZCTA5 93635,41180,5286,2035,4741,12.8,4.9,11.5
ZCTA5 93636,13255,1195,976,1693,9.0,7.4,12.8
ZCTA5 93637,41108,5266,1747,5016,12.8,4.2,12.2
ZCTA5 93638,49932,7238,2078,5080,14.5,4.2,10.2
ZCTA5 93640,12920,1785,832,1477,13.8,6.4,11.4
ZCTA5 93641,223,13,16,62,5.8,7.2,27.8
ZCTA5 93643,2783,363,116,331,13.0,4.2,11.9
ZCTA5 93644,9055,1363,832,641,15.1,9.2,7.1
ZCTA5 93645,148,0,0,76,0.0,0.0,51.4
ZCTA5 93646,11738,1581,565,998,13.5,4.8,8.5
ZCTA5 93647,11407,1607,244,1153,14.1,2.1,10.1
ZCTA5 93648,16087,2273,909,1738,14.1,5.7,10.8
ZCTA5 93650,3173,318,96,449,10.0,3.0,14.2
ZCTA5 93651,1798,306,167,261,17.0,9.3,14.5
ZCTA5 93652,540,71,51,77,13.1,9.4,14.3
ZCTA5 93653,1377,102,178,163,7.4,12.9,11.8
ZCTA5 93654,30373,4092,1892,3397,13.5,6.2,11.2
ZCTA5 93656,5806,1064,303,671,18.3,5.2,11.6
ZCTA5 93657,35666,4635,1591,4820,13.0,4.5,13.5
ZCTA5 93660,4090,612,136,523,15.0,3.3,12.8
ZCTA5 93662,30725,4556,1694,3279,14.8,5.5,10.7
ZCTA5 93664,380,13,41,77,3.4,10.8,20.3
ZCTA5 93665,752,91,33,119,12.1,4.4,15.8
ZCTA5 93666,866,129,23,109,14.9,2.7,12.6
ZCTA5 93667,2405,173,237,199,7.2,9.9,8.3
ZCTA5 93668,1219,37,65,203,3.0,5.3,16.7
ZCTA5 93669,238,12,41,37,5.0,17.2,15.5
ZCTA5 93673,754,84,27,66,11.1,3.6,8.8
ZCTA5 93675,3905,192,359,500,4.9,9.2,12.8
ZCTA5 93701,10166,1669,441,1264,16.4,4.3,12.4
ZCTA5 93702,43601,6255,2135,4327,14.3,4.9,9.9
ZCTA5 93703,32754,5181,1731,3533,15.8,5.3,10.8
ZCTA5 93704,29740,5265,2054,3656,17.7,6.9,12.3
ZCTA5 93705,36808,6115,1956,4213,16.6,5.3,11.4
ZCTA5 93706,40586,5956,1825,4246,14.7,4.5,10.5
ZCTA5 93710,33448,6119,1386,2635,18.3,4.1,7.9
ZCTA5 93711,38007,5360,2386,4571,14.1,6.3,12.0
ZCTA5 93720,47081,7546,3137,6504,16.0,6.7,13.8
ZCTA5 93721,7650,2032,317,923,26.6,4.1,12.1
ZCTA5 93722,84621,14270,4349,9578,16.9,5.1,11.3
ZCTA5 93723,13936,1890,830,1575,13.6,6.0,11.3
ZCTA5 93725,27214,4491,1380,2674,16.5,5.1,9.8
ZCTA5 93726,42824,7430,2109,4038,17.4,4.9,9.4
ZCTA5 93727,84449,13155,3914,8695,15.6,4.6,10.3
ZCTA5 93728,16574,3581,1190,1707,21.6,7.2,10.3
ZCTA5 93730,12770,1063,884,1758,8.3,6.9,13.8
ZCTA5 93901,28194,4538,1523,3445,16.1,5.4,12.2
ZCTA5 93905,60531,9619,2465,5958,15.9,4.1,9.8
ZCTA5 93906,64348,9770,3299,7612,15.2,5.1,11.8
ZCTA5 93907,23299,2664,1870,3123,11.4,8.0,13.4
ZCTA5 93908,12398,872,1038,1899,7.0,8.4,15.3
ZCTA5 93920,1545,275,61,113,17.8,3.9,7.3
ZCTA5 93921,3316,272,248,418,8.2,7.5,12.6
ZCTA5 93923,12837,400,919,1388,3.1,7.2,10.8
ZCTA5 93924,6514,291,624,826,4.5,9.6,12.7
ZCTA5 93925,2073,329,121,312,15.9,5.8,15.1
ZCTA5 93926,9171,1438,432,1128,15.7,4.7,12.3
ZCTA5 93927,18812,3174,960,1552,16.9,5.1,8.3
ZCTA5 93928,854,354,0,0,41.5,0.0,0.0
ZCTA5 93930,17067,2475,814,1925,14.5,4.8,11.3
ZCTA5 93932,709,60,36,140,8.5,5.1,19.7
ZCTA5 93933,25442,3656,1535,2714,14.4,6.0,10.7
ZCTA5 93940,32236,5547,2256,3538,17.2,7.0,11.0
ZCTA5 93943,0,0,0,0,,,
ZCTA5 93950,15547,1546,1161,2085,9.9,7.5,13.4
ZCTA5 93953,4028,178,277,329,4.4,6.9,8.2
ZCTA5 93954,551,75,45,48,13.6,8.2,8.7
ZCTA5 93955,34566,6098,2201,3942,17.6,6.4,11.4
ZCTA5 93960,26966,4370,1739,4875,16.2,6.4,18.1
ZCTA5 93962,414,0,7,138,0.0,1.7,33.3
ZCTA5 94002,27155,3434,1985,3975,12.6,7.3,14.6
ZCTA5 94005,4697,425,545,697,9.0,11.6,14.8
ZCTA5 94010,42760,4795,2871,6590,11.2,6.7,15.4
ZCTA5 94014,49170,8894,3437,5911,18.1,7.0,12.0
ZCTA5 94015,65041,11066,4824,8393,17.0,7.4,12.9
ZCTA5 94019,20512,1797,1989,2834,8.8,9.7,13.8
ZCTA5 94020,1697,252,221,139,14.8,13.0,8.2
ZCTA5 94021,511,33,63,222,6.5,12.3,43.4
ZCTA5 94022,19406,1351,1484,3216,7.0,7.6,16.6
ZCTA5 94024,23675,1390,1980,4116,5.9,8.4,17.4
ZCTA5 94025,43392,5427,2692,6349,12.5,6.2,14.6
ZCTA5 94027,7415,351,572,1130,4.7,7.7,15.2
ZCTA5 94028,7125,243,545,1274,3.4,7.6,17.9
ZCTA5 94030,22625,2847,1821,3370,12.6,8.0,14.9
ZCTA5 94037,2504,0,250,257,0.0,10.0,10.3
ZCTA5 94038,3450,142,204,485,4.1,5.9,14.1
ZCTA5 94040,36526,7665,1661,4728,21.0,4.5,12.9
ZCTA5 94041,14572,4239,777,1584,29.1,5.3,10.9
ZCTA5 94043,31161,7329,1666,3692,23.5,5.3,11.8
ZCTA5 94044,38984,5455,2975,5784,14.0,7.6,14.8
ZCTA5 94060,926,77,50,262,8.3,5.4,28.3
ZCTA5 94061,39023,6513,2318,5656,16.7,5.9,14.5
ZCTA5 94062,28423,3727,2344,4408,13.1,8.2,15.5
ZCTA5 94063,34867,6976,1749,4288,20.0,5.0,12.3
ZCTA5 94065,12461,1487,1253,2097,11.9,10.1,16.8
ZCTA5 94066,43101,7349,2939,6304,17.1,6.8,14.6
ZCTA5 94070,31074,3037,2724,4777,9.8,8.8,15.4
ZCTA5 94074,170,17,27,47,10.0,15.9,27.6
ZCTA5 94080,67600,10397,4397,9372,15.4,6.5,13.9
ZCTA5 94085,23223,6853,1110,2513,29.5,4.8,10.8
ZCTA5 94086,50477,14366,2357,5584,28.5,4.7,11.1
ZCTA5 94087,56668,7673,3495,8008,13.5,6.2,14.1
ZCTA5 94089,22882,5618,1614,2482,24.6,7.1,10.8
ZCTA5 94102,31392,8123,1957,3551,25.9,6.2,11.3
ZCTA5 94103,30703,9350,1601,4865,30.5,5.2,15.8
ZCTA5 94104,429,48,26,52,11.2,6.1,12.1
ZCTA5 94105,10916,3622,278,1401,33.2,2.5,12.8
ZCTA5 94107,31461,9990,1781,3901,31.8,5.7,12.4
ZCTA5 94108,14143,3679,785,1893,26.0,5.6,13.4
ZCTA5 94109,57302,19431,3131,6146,33.9,5.5,10.7
ZCTA5 94110,72380,17998,4026,10251,24.9,5.6,14.2
ZCTA5 94111,3611,731,175,465,20.2,4.8,12.9
ZCTA5 94112,84707,13759,6024,12885,16.2,7.1,15.2
ZCTA5 94114,34918,8661,2227,5350,24.8,6.4,15.3
ZCTA5 94115,34604,9580,1583,4049,27.7,4.6,11.7
ZCTA5 94116,47346,7481,2981,6944,15.8,6.3,14.7
ZCTA5 94117,44650,15393,1825,5662,34.5,4.1,12.7
ZCTA5 94118,42095,10294,2217,4830,24.5,5.3,11.5
ZCTA5 94121,43616,7654,2983,5923,17.5,6.8,13.6
ZCTA5 94122,62128,14064,3712,8645,22.6,6.0,13.9
ZCTA5 94123,25890,9622,785,2859,37.2,3.0,11.0
ZCTA5 94124,35747,6023,2366,4311,16.8,6.6,12.1
ZCTA5 94127,21151,2192,1661,3105,10.4,7.9,14.7
ZCTA5 94128,146,6,17,55,4.1,11.6,37.7
ZCTA5 94129,4136,1150,197,552,27.8,4.8,13.3
ZCTA5 94130,3008,601,111,211,20.0,3.7,7.0
ZCTA5 94131,29523,5389,1824,4204,18.3,6.2,14.2
ZCTA5 94132,31436,5126,1431,3199,16.3,4.6,10.2
ZCTA5 94133,26796,6570,1433,3045,24.5,5.3,11.4
ZCTA5 94134,42418,5887,3398,6237,13.9,8.0,14.7
ZCTA5 94158,8455,2943,264,769,34.8,3.1,9.1
ZCTA5 94301,16582,2196,977,2365,13.2,5.9,14.3
ZCTA5 94303,48244,7165,2276,7274,14.9,4.7,15.1
ZCTA5 94304,3852,599,110,315,15.6,2.9,8.2
ZCTA5 94305,16397,3687,245,375,22.5,1.5,2.3
ZCTA5 94306,27435,3177,2005,3689,11.6,7.3,13.4
ZCTA5 94401,36001,6515,1675,3917,18.1,4.7,10.9
ZCTA5 94402,25703,3071,1450,3895,11.9,5.6,15.2
ZCTA5 94403,44408,7641,2586,6051,17.2,5.8,13.6
ZCTA5 94404,36985,5903,2523,4698,16.0,6.8,12.7
ZCTA5 94501,63821,10502,4085,9123,16.5,6.4,14.3
ZCTA5 94502,14701,1543,1077,1823,10.5,7.3,12.4
ZCTA5 94503,20276,2304,1380,3052,11.4,6.8,15.1
ZCTA5 94505,16382,1584,1418,2404,9.7,8.7,14.7
ZCTA5 94506,25240,1003,2117,4983,4.0,8.4,19.7
ZCTA5 94507,15105,670,1642,2170,4.4,10.9,14.4
ZCTA5 94508,3935,393,220,498,10.0,5.6,12.7
ZCTA5 94509,68166,10053,4329,8707,14.7,6.4,12.8
ZCTA5 94510,28350,2619,2432,4100,9.2,8.6,14.5
ZCTA5 94511,2161,295,274,202,13.7,12.7,9.3
ZCTA5 94512,16,0,0,0,0.0,0.0,0.0
ZCTA5 94513,64313,6191,4785,9462,9.6,7.4,14.7
ZCTA5 94514,1475,85,54,176,5.8,3.7,11.9
ZCTA5 94515,7491,1063,431,935,14.2,5.8,12.5
ZCTA5 94516,103,29,12,8,28.2,11.7,7.8
ZCTA5 94517,13687,990,1471,2099,7.2,10.7,15.3
ZCTA5 94518,28734,3767,2461,3921,13.1,8.6,13.6
ZCTA5 94519,20041,3315,1594,2508,16.5,8.0,12.5
ZCTA5 94520,38753,7190,2307,4836,18.6,6.0,12.5
ZCTA5 94521,43281,6045,3342,6168,14.0,7.7,14.3
ZCTA5 94523,35005,5411,2608,4775,15.5,7.5,13.6
ZCTA5 94525,3290,377,373,444,11.5,11.3,13.5
ZCTA5 94526,33135,1601,2894,5695,4.8,8.7,17.2
ZCTA5 94528,384,0,0,42,0.0,0.0,10.9
ZCTA5 94530,26145,3720,1817,3525,14.2,6.9,13.5
ZCTA5 94531,43022,5662,3304,6376,13.2,7.7,14.8
ZCTA5 94533,75909,12738,4272,9943,16.8,5.6,13.1
ZCTA5 94534,39239,4786,3092,5198,12.2,7.9,13.2
ZCTA5 94535,3842,1212,42,165,31.5,1.1,4.3
ZCTA5 94536,74837,12216,4738,9772,16.3,6.3,13.1
ZCTA5 94538,67474,14957,4143,8897,22.2,6.1,13.2
ZCTA5 94539,54982,4850,4308,9610,8.8,7.8,17.5
ZCTA5 94541,65928,10661,4633,9115,16.2,7.0,13.8
ZCTA5 94542,14699,2514,824,1818,17.1,5.6,12.4
ZCTA5 94544,79747,14741,5046,9828,18.5,6.3,12.3
ZCTA5 94545,32724,5263,2449,4523,16.1,7.5,13.8
ZCTA5 94546,44378,5379,3479,6231,12.1,7.8,14.0
ZCTA5 94547,25616,3383,1976,3612,13.2,7.7,14.1
ZCTA5 94548,377,85,15,65,22.5,4.0,17.2
ZCTA5 94549,29795,2519,2589,4974,8.5,8.7,16.7
ZCTA5 94550,50374,5978,4268,7646,11.9,8.5,15.2
ZCTA5 94551,47227,6989,3580,7255,14.8,7.6,15.4
ZCTA5 94552,14938,1266,1131,2497,8.5,7.6,16.7
ZCTA5 94553,49784,6250,4093,7128,12.6,8.2,14.3
ZCTA5 94555,38478,5322,2190,5049,13.8,5.7,13.1
ZCTA5 94556,16428,951,1201,2293,5.8,7.3,14.0
ZCTA5 94558,68315,8327,5043,9294,12.2,7.4,13.6
ZCTA5 94559,27593,4021,1843,3287,14.6,6.7,11.9
ZCTA5 94560,47171,7993,3466,6282,16.9,7.3,13.3
ZCTA5 94561,42473,5160,2472,5787,12.1,5.8,13.6
ZCTA5 94563,19644,1095,1668,3485,5.6,8.5,17.7
ZCTA5 94564,19260,3221,1606,2534,16.7,8.3,13.2
ZCTA5 94565,97671,14987,5731,12697,15.3,5.9,13.0
ZCTA5 94566,45893,4196,3858,8457,9.1,8.4,18.4
ZCTA5 94567,658,67,80,66,10.2,12.2,10.0
ZCTA5 94568,55608,8642,2910,7885,15.5,5.2,14.2
ZCTA5 94569,180,64,61,0,35.6,33.9,0.0
ZCTA5 94571,10605,426,739,981,4.0,7.0,9.3
ZCTA5 94572,10384,1499,773,1303,14.4,7.4,12.5
ZCTA5 94573,36,12,0,0,33.3,0.0,0.0
ZCTA5 94574,8757,893,724,1187,10.2,8.3,13.6
ZCTA5 94575,1178,10,0,9,0.8,0.0,0.8
ZCTA5 94576,105,0,0,28,0.0,0.0,26.7
ZCTA5 94577,47682,6603,3665,7083,13.8,7.7,14.9
ZCTA5 94578,41865,8302,2543,5701,19.8,6.1,13.6
ZCTA5 94579,21883,3264,1968,3262,14.9,9.0,14.9
ZCTA5 94580,30488,4584,2091,3718,15.0,6.9,12.2
ZCTA5 94582,42576,2966,2272,8905,7.0,5.3,20.9
ZCTA5 94583,35231,3497,2561,5838,9.9,7.3,16.6
ZCTA5 94585,29525,4926,2082,3618,16.7,7.1,12.3
ZCTA5 94586,831,75,91,150,9.0,11.0,18.1
ZCTA5 94587,74722,12839,4962,9709,17.2,6.6,13.0
ZCTA5 94588,37253,3768,2310,6159,10.1,6.2,16.5
ZCTA5 94589,31536,4664,1807,3913,14.8,5.7,12.4
ZCTA5 94590,37280,5852,2638,4404,15.7,7.1,11.8
ZCTA5 94591,55157,7946,3974,7242,14.4,7.2,13.1
ZCTA5 94592,952,237,59,100,24.9,6.2,10.5
ZCTA5 94595,18117,836,751,1360,4.6,4.1,7.5
ZCTA5 94596,21700,4402,1560,2467,20.3,7.2,11.4
ZCTA5 94597,23108,4687,1485,2954,20.3,6.4,12.8
ZCTA5 94598,27831,2782,1841,3808,10.0,6.6,13.7
ZCTA5 94599,3108,172,313,308,5.5,10.1,9.9
ZCTA5 94601,53039,9255,2938,6754,17.4,5.5,12.7
ZCTA5 94602,30162,4145,2342,4194,13.7,7.8,13.9
ZCTA5 94603,35862,6033,1916,4531,16.8,5.3,12.6
ZCTA5 94605,43399,7148,2774,5550,16.5,6.4,12.8
ZCTA5 94606,38220,9069,2099,4734,23.7,5.5,12.4
ZCTA5 94607,26823,6669,1286,2846,24.9,4.8,10.6
ZCTA5 94608,31013,9179,1552,3901,29.6,5.0,12.6
ZCTA5 94609,23726,6723,1121,3184,28.3,4.7,13.4
ZCTA5 94610,31936,7403,1652,4115,23.2,5.2,12.9
ZCTA5 94611,38975,5024,2737,5807,12.9,7.0,14.9
ZCTA5 94612,15785,4766,751,1769,30.2,4.8,11.2
ZCTA5 94613,855,55,3,0,6.4,0.4,0.0
ZCTA5 94618,17252,2755,1227,2645,16.0,7.1,15.3
ZCTA5 94619,24112,3445,1759,3301,14.3,7.3,13.7
ZCTA5 94621,35035,6490,1529,3695,18.5,4.4,10.5
ZCTA5 94702,16860,3094,1005,2366,18.4,6.0,14.0
ZCTA5 94703,21697,5076,1025,2433,23.4,4.7,11.2
ZCTA5 94704,29597,4670,1021,897,15.8,3.4,3.0
ZCTA5 94705,13527,2424,982,1563,17.9,7.3,11.6
ZCTA5 94706,21218,3248,954,3208,15.3,4.5,15.1
ZCTA5 94707,11767,944,987,1724,8.0,8.4,14.7
ZCTA5 94708,11394,1037,825,1369,9.1,7.2,12.0
ZCTA5 94709,11951,3253,483,742,27.2,4.0,6.2
ZCTA5 94710,7893,1742,506,951,22.1,6.4,12.0
ZCTA5 94720,2845,301,0,26,10.6,0.0,0.9
ZCTA5 94801,31210,5086,1354,3931,16.3,4.3,12.6
ZCTA5 94803,25893,3125,2105,3898,12.1,8.1,15.1
ZCTA5 94804,40931,7643,2209,5587,18.7,5.4,13.6
ZCTA5 94805,14188,2512,818,2116,17.7,5.8,14.9
ZCTA5 94806,64286,10141,3823,8746,15.8,5.9,13.6
ZCTA5 94850,0,0,0,0,,,
ZCTA5 94901,41713,5084,2500,5998,12.2,6.0,14.4
ZCTA5 94903,30427,2843,2108,4364,9.3,6.9,14.3
ZCTA5 94904,12994,647,929,2219,5.0,7.1,17.1
ZCTA5 94920,12740,639,1000,2256,5.0,7.8,17.7
ZCTA5 94922,1075,90,0,52,8.4,0.0,4.8
ZCTA5 94923,808,13,77,43,1.6,9.5,5.3
ZCTA5 94924,1127,140,65,62,12.4,5.8,5.5
ZCTA5 94925,9838,414,793,1709,4.2,8.1,17.4
ZCTA5 94928,44323,6967,2734,4946,15.7,6.2,11.2
ZCTA5 94929,254,0,10,0,0.0,3.9,0.0
ZCTA5 94930,8728,725,657,1416,8.3,7.5,16.2
ZCTA5 94931,8926,1098,472,1108,12.3,5.3,12.4
ZCTA5 94933,837,93,72,80,11.1,8.6,9.6
ZCTA5 94937,742,0,28,168,0.0,3.8,22.6
ZCTA5 94938,920,89,60,40,9.7,6.5,4.3
ZCTA5 94939,6747,628,571,1266,9.3,8.5,18.8
ZCTA5 94940,287,23,41,9,8.0,14.3,3.1
ZCTA5 94941,32009,2020,2355,6064,6.3,7.4,18.9
ZCTA5 94945,19043,1701,1718,3151,8.9,9.0,16.5
ZCTA5 94946,658,34,71,91,5.2,10.8,13.8
ZCTA5 94947,25867,2161,2368,3654,8.4,9.2,14.1
ZCTA5 94949,18695,1623,1683,2705,8.7,9.0,14.5
ZCTA5 94950,123,31,14,24,25.2,11.4,19.5
ZCTA5 94951,4574,439,515,517,9.6,11.3,11.3
ZCTA5 94952,35503,4181,2933,4852,11.8,8.3,13.7
ZCTA5 94954,38763,4814,2913,5266,12.4,7.5,13.6
ZCTA5 94956,1146,52,162,116,4.5,14.1,10.1
ZCTA5 94957,1219,32,103,185,2.6,8.4,15.2
ZCTA5 94960,15868,948,1342,2854,6.0,8.5,18.0
ZCTA5 94963,404,30,0,0,7.4,0.0,0.0
ZCTA5 94964,3155,1039,172,418,32.9,5.5,13.2
ZCTA5 94965,11394,1408,985,1728,12.4,8.6,15.2
ZCTA5 94970,698,34,102,134,4.9,14.6,19.2
ZCTA5 94971,226,22,7,0,9.7,3.1,0.0
ZCTA5 94972,25,0,0,0,0.0,0.0,0.0
ZCTA5 94973,1228,40,68,203,3.3,5.5,16.5
ZCTA5 95002,2348,446,142,381,19.0,6.0,16.2
ZCTA5 95003,25185,1735,2495,3331,6.9,9.9,13.2
ZCTA5 95004,4218,585,426,440,13.9,10.1,10.4
ZCTA5 95005,7661,797,611,994,10.4,8.0,13.0
ZCTA5 95006,9632,909,972,1393,9.4,10.1,14.5
ZCTA5 95007,374,32,73,61,8.6,19.5,16.3
ZCTA5 95008,46352,7590,3224,6529,16.4,7.0,14.1
ZCTA5 95010,8856,1157,602,1015,13.1,6.8,11.5
ZCTA5 95012,10780,1929,382,965,17.9,3.5,9.0
ZCTA5 95013,85,0,0,0,0.0,0.0,0.0
ZCTA5 95014,61866,5056,3670,10843,8.2,5.9,17.5
ZCTA5 95017,681,81,53,123,11.9,7.8,18.1
ZCTA5 95018,6841,728,524,1225,10.6,7.7,17.9
ZCTA5 95019,7368,565,311,976,7.7,4.2,13.2
ZCTA5 95020,64833,7996,3851,8803,12.3,5.9,13.6
ZCTA5 95023,53423,7395,3423,7082,13.8,6.4,13.3
ZCTA5 95030,13481,639,1422,2611,4.7,10.5,19.4
